-6.614673497296598599e-03,-1.240921051966495207e-02,1.103117336721441688e-02,-4.375489914218627652e-03,1.693686355885670389e-02,5.319773725792196345e-02,2.418713095896016588e-02,2.087288030919436793e-02,7.521274587494237995e-02,9.429370501148325034e-02,8.292767612072667049e-02,9.041237255673099937e-02,9.051052571681721115e-02,7.887095209206196333e-02,7.284661926250546315e-02,1.049759268932772965e-01,1.183433450821808619e-01,1.236620064156335325e-01,1.171020347972333009e-01,1.686412719969380691e-01,1.136056490599350044e-01,2.006413078967584362e-01,2.244444760389694982e-01,1.655309451166755152e-01,1.705069912169760726e-01,1.906034819172066630e-01,1.683915925824689963e-01,2.155682571198632436e-01,2.208603830736579621e-01,2.005632015835857318e-01,2.473612566834200444e-01,2.364832609965330790e-01,2.406599164796147106e-01,2.719140916426789345e-01,2.953389619999461924e-01,2.523377081725163285e-01,2.491584419154027619e-01,2.787465541431198846e-01,3.379454817046888548e-01,2.864190319694432940e-01,3.016802160213149508e-01,3.364340755056285381e-01,2.744956186412716437e-01,3.153802539668332239e-01,3.093770378742848881e-01,2.787699603696067174e-01,3.278772442877792015e-01,3.297352398872748780e-01,3.519453018727307647e-01,2.816428452060871224e-01,3.634744822146360188e-01,4.192243051209812443e-01,3.860574716545051022e-01,3.668490132988641572e-01,3.985423520277173726e-01,4.111907902352753830e-01,3.795788721202689731e-01,4.190743160249419952e-01,4.167269294624991738e-01,4.526338395347165311e-01,3.871715809499605143e-01,3.990607100631356485e-01,4.603250331086433667e-01,3.997623299028737476e-01,4.353915571366902548e-01,4.314800376945531202e-01,4.394588285542044837e-01,4.580236473421585575e-01,4.262181441312464791e-01,4.032266643187302213e-01,4.635241684061325307e-01,4.126421054982322145e-01,4.667925071082715816e-01,4.832108408884359663e-01,4.710722649128164519e-01,4.878843978263330827e-01,4.801456899913871257e-01,4.655342460409226391e-01,5.101115565724839707e-01,4.199792173662569850e-01
1.376225973249478596e-01,2.110826758756099431e-01,1.618507066677229156e-01,1.794157518705512544e-01,1.660806768374210596e-01,2.047487391521649047e-01,1.685579441887421481e-01,2.372539989041927699e-01,1.729269424857440285e-01,2.144828886901072040e-01,2.306202019629581823e-01,2.731291204381103843e-01,2.357284029489837007e-01,2.549547769935969765e-01,2.812813722828828578e-01,3.120240816514390225e-01,3.267858926100433159e-01,3.390120135896634301e-01,3.284196775407662861e-01,2.913838174310277029e-01,2.376593704547928509e-01,2.899451049853376539e-01,2.655707758366772642e-01,3.231423467828056229e-01,3.404174824639988328e-01,3.266941074876417717e-01,3.410433677501550909e-01,3.793562824134794065e-01,3.669680575790931765e-01,3.867453142105721775e-01,3.681262767922186541e-01,3.713164613045514262e-01,4.164242568645754594e-01,3.687875894126780851e-01,3.739906850611644518e-01,3.856088114952940793e-01,4.301566785691467443e-01,3.996777689378144260e-01,3.844556340058928878e-01,4.264580837642748534e-01,4.193955446938676390e-01,4.265430565989425382e-01,5.003843855800079732e-01,4.305005245930005886e-01,4.434709984237317770e-01,4.297345702976379522e-01,5.222164319303193025e-01,5.312007573530265203e-01,4.926851627566111724e-01,5.094456227240882207e-01,4.827275206936639251e-01,4.638578254593696548e-01,4.775374311773976643e-01,4.990607882935055861e-01,4.979278242913740549e-01,5.222497468855240577e-01,5.121703279042666423e-01,4.967802218049874874e-01,5.384787623684442748e-01,5.341489315626769541e-01,5.593638557062651229e-01,5.274130625314513710e-01,5.209511000730522312e-01,5.769440492561953571e-01,4.777305034076108070e-01,5.257494087306566755e-01,5.102138757821772508e-01,5.797281283160999887e-01,5.589530594381617590e-01,5.938702047132098372e-01,5.473651978551370423e-01,5.970752117998140429e-01,5.652906529368497690e-01,5.540250227718725995e-01,6.080154776659406624e-01,5.760066552921807581e-01,5.619029604996796934e-01,5.602056729893248876e-01,5.871275363953540882e-01,6.259034050714580300e-01
2.968219142982115866e-01,2.925079931111924103e-01,2.790533599826106048e-01,3.088232519386021613e-01,3.246778557965907530e-01,3.317012669422642612e-01,3.417643065701828076e-01,3.290699392470056717e-01,3.610245294937279303e-01,3.674186151261090716e-01,3.938997510160006654e-01,4.086817356291554959e-01,3.610539116039434004e-01,3.776896844577225520e-01,3.627401157234410589e-01,3.817725014942956463e-01,4.023234225485646243e-01,3.754954148971721972e-01,3.769432136712573267e-01,4.525988113925624723e-01,4.311244443293650863e-01,4.919768257383189680e-01,4.198683617768048659e-01,4.817793482408029293e-01,4.561139111447062855e-01,4.598531715263374231e-01,4.440569342157894006e-01,4.708291764247509170e-01,5.343157010682493269e-01,5.001659922909356126e-01,4.609199547110615081e-01,4.463786278095939752e-01,5.168064747075060694e-01,4.877164180174153318e-01,5.372758155528116752e-01,5.144280618938252836e-01,5.545455120208812039e-01,5.679792829662875242e-01,4.662503392177073103e-01,5.694620801196668136e-01,5.308161998160322304e-01,5.486271325751647110e-01,5.488697502779785742e-01,5.261574862913804829e-01,5.563589909900252817e-01,5.716828993125268044e-01,5.612853381309541589e-01,5.648324431671801760e-01,5.650996277550500713e-01,5.493176647675607205e-01,5.528189119528312823e-01,6.005076045406595453e-01,6.340961925833594748e-01,5.649657106255236982e-01,6.038047875007718224e-01,6.418502008328064168e-01,5.688158061984499581e-01,6.204764354437511953e-01,6.065426704714619310e-01,6.045919228483840335e-01,5.722291997677765307e-01,6.730076321248457116e-01,6.511365088959331082e-01,6.595295303753134775e-01,6.324921884633571967e-01,6.392109142732720350e-01,5.722969402348939694e-01,6.333319326466682053e-01,6.021872583000306145e-01,6.487096505275314895e-01,6.694010018174848531e-01,6.233643521552442168e-01,6.680373493545131991e-01,6.419558407888313889e-01,5.747261631441102914e-01,6.305351933443621437e-01,6.358319172697542987e-01,6.109167712316417864e-01,6.170005378647741567e-01,6.929798331367093001e-01
3.638018806999594457e-01,4.025952148223712057e-01,3.848844842641211961e-01,4.492461987425132031e-01,4.576516333556382432e-01,4.300351535018844817e-01,4.242722685616357459e-01,4.245999247002018584e-01,4.597564153838301637e-01,4.742239091166414178e-01,4.617241704340931396e-01,4.261243159416097659e-01,4.525525748935161907e-01,4.702862648896493081e-01,4.524611657805567844e-01,5.261738963782680578e-01,4.764766653002101560e-01,4.930576958785539698e-01,4.892414322916799341e-01,4.960380667263775134e-01,5.131021899397967267e-01,5.254509040719229640e-01,5.925452846283919550e-01,5.184782977658907166e-01,4.869718481552508527e-01,5.306782466614539118e-01,5.714835416477535013e-01,5.803638136519199131e-01,5.316341879672138448e-01,5.881817215254568909e-01,5.524728962731807469e-01,6.129189661012806045e-01,5.777974749496403994e-01,5.534506161581895789e-01,5.873556411802057786e-01,5.919914515109200304e-01,6.681708762431753934e-01,5.524622223360634576e-01,6.282738360402511102e-01,5.752875925405195323e-01,6.046925993159153467e-01,5.835138787506478630e-01,5.796847019185196181e-01,6.063095896067924873e-01,6.513778481976015833e-01,5.975070752102468186e-01,5.759035857844136963e-01,6.911725502431275148e-01,6.407514943184964284e-01,6.424882949069700144e-01,6.533451195889288243e-01,6.213903657963159022e-01,6.628706380335835924e-01,6.154431069804401355e-01,6.355490193320625369e-01,6.733861820099451556e-01,6.356653623663239827e-01,6.773017348179438679e-01,6.573783441187807108e-01,6.843204191948873971e-01,7.224447303865018100e-01,6.400514233185906621e-01,6.410112581424682876e-01,6.134342572361938251e-01,6.949409822288896699e-01,6.962466762838246392e-01,7.152120107657830017e-01,6.686106936164862846e-01,6.992556986368843042e-01,6.513879874687916738e-01,6.812667424725611376e-01,7.362430817899385804e-01,6.099955146725346555e-01,6.455666040751897317e-01,7.129426763567073833e-01,7.264837607967796762e-01,7.398542432899302135e-01,6.847528872732070448e-01,6.479194914117955006e-01,6.494133768742187396e-01
4.049114373856498861e-01,5.104223347124371424e-01,4.774416957930590621e-01,4.399632117492984218e-01,5.121656346580861774e-01,4.702038382953073747e-01,4.856072039638770765e-01,5.414084686760957110e-01,5.062509873222671430e-01,5.213160991307825842e-01,5.438482156505040077e-01,5.625415427554476544e-01,5.277069423854094943e-01,5.104830959809770752e-01,4.900694821845428262e-01,5.394718268854574728e-01,5.513433487226175878e-01,4.902761217449931874e-01,5.378124349043759134e-01,5.696647661394024231e-01,6.104565267393945449e-01,5.346823242252365382e-01,5.679654872087528394e-01,5.932462971779308702e-01,5.806790929338274676e-01,5.923065036662764626e-01,6.000056486739614448e-01,5.878505034235655957e-01,6.075739999868694508e-01,5.274633472412667556e-01,5.817745024680173183e-01,6.114131182516886476e-01,5.776047364116281280e-01,6.042272921558141663e-01,6.510834260128824935e-01,6.231164316649154822e-01,6.753685591257089227e-01,6.492787700933551065e-01,6.401632550598223004e-01,5.984718686365011475e-01,6.033633831442453133e-01,6.740128873892227146e-01,6.357117250082492399e-01,6.403335858697533078e-01,6.204376534589713943e-01,6.468308506771621724e-01,6.416536634668499328e-01,6.983039572908393833e-01,6.727653477448011232e-01,6.143317393893613643e-01,7.093294765470357088e-01,6.858848207902676908e-01,6.628900350372524120e-01,6.826856528921866341e-01,7.237014386419775569e-01,6.914484403995911910e-01,6.943117831536684825e-01,6.574289956454303363e-01,6.367110370057450508e-01,6.175085773106752107e-01,6.349403608203044724e-01,5.886251489518876667e-01,6.614480947751040230e-01,6.301822627230186935e-01,6.060466637821473324e-01,6.110356881559534381e-01,6.991330486529244714e-01,6.416816975084311814e-01,6.647339935086584717e-01,6.382089820421228410e-01,6.646362772372239602e-01,6.364166131809507743e-01,6.183014476370937151e-01,6.638794766869622332e-01,6.816176532046291925e-01,6.197846520304977069e-01,6.499235645215241108e-01,6.434821187215951088e-01,6.512415110981644162e-01,6.858450797500709184e-01
4.576598095846747816e-01,4.940033507851207539e-01,4.688831168177916009e-01,4.980903102930022142e-01,4.492844838122489470e-01,5.034493925440080009e-01,5.029828389742957429e-01,5.137196328606674633e-01,5.140128671980899178e-01,4.799751739480014878e-01,5.697680598546117636e-01,5.414252892431097308e-01,5.645562528644388900e-01,5.672800770161638972e-01,5.430480427048833825e-01,5.512330229904464085e-01,5.005148072940995840e-01,5.587362941818062589e-01,4.870689511627371293e-01,5.307527763787064368e-01,5.630301398122262713e-01,5.750223519796768823e-01,5.652141056353089388e-01,5.689799520602147886e-01,5.586332850692216079e-01,5.896245316920452062e-01,5.889112140120309480e-01,5.628803986900570155e-01,6.228296367057833960e-01,5.811647443029251958e-01,5.537638171863514813e-01,5.402451125343489258e-01,5.776642252993345883e-01,5.807355030695536824e-01,5.966699227841790742e-01,6.241347052347603341e-01,5.355304610050356517e-01,5.227795732717199773e-01,5.754049377563505985e-01,6.303982810527264391e-01,6.445238203172444225e-01,5.954982149433267757e-01,6.172966603302599831e-01,6.124391192745859414e-01,6.124879016423210309e-01,6.451246876941110209e-01,6.875253127353648797e-01,6.632775253652704039e-01,6.437143496753637839e-01,6.639075956600221096e-01,6.377100467939031958e-01,6.113612485941400942e-01,5.774252996718153286e-01,6.105082909784024237e-01,6.594445012801785078e-01,6.034968140608769627e-01,6.568878181968054175e-01,6.536393268509772536e-01,6.125683472285758935e-01,6.064531117948909200e-01,6.365569850421148868e-01,6.685836357660108753e-01,6.545432742388868075e-01,6.130356707435997698e-01,6.152449225549184719e-01,6.078728708291766258e-01,6.329808011562731984e-01,5.701327021350877100e-01,5.778026554382786895e-01,5.958198890303209039e-01,5.828446603476050702e-01,6.044249835743450427e-01,5.913616246632159568e-01,5.789275862999828659e-01,5.943302131256883447e-01,5.552864125955846442e-01,5.860554716451069623e-01,5.959039031825540400e-01,5.299330301184833614e-01,6.208868395156159625e-01
4.191028829692886037e-01,4.421493114566233951e-01,4.735869762114234272e-01,4.401997252186291565e-01,3.908093841805183599e-01,5.113087456066844894e-01,4.831824674911185946e-01,4.743387512226097114e-01,5.249969148765841753e-01,4.730001712651008550e-01,5.022775505827705711e-01,4.569590166470048898e-01,5.193857730693568486e-01,4.512017582590810982e-01,4.888401431134257180e-01,5.169153736835169211e-01,5.016906470262748607e-01,5.304449763259363460e-01,4.881571279879468039e-01,5.117020878434063169e-01,5.099745937196001888e-01,5.497653084478770769e-01,5.206039822914938497e-01,5.348750003535255315e-01,5.603242237218990507e-01,5.516852826280623789e-01,5.344997701183200611e-01,5.886567444417755146e-01,5.631813564671654948e-01,5.757610717259814548e-01,6.149983636443683288e-01,4.913604057880870957e-01,5.390837518545225082e-01,5.885447540598247596e-01,4.939239282965985356e-01,5.451660859871598763e-01,5.583705391892151981e-01,5.605149659571544429e-01,5.426557052711228346e-01,4.893149361283423704e-01,5.654211108073423642e-01,6.083720670051837587e-01,5.317077005430349557e-01,5.449858693856975966e-01,5.289843585673950077e-01,5.795462231493917482e-01,5.137878866650864573e-01,5.243869370604764546e-01,5.728653843640915122e-01,5.542487258523285387e-01,5.476013879662824380e-01,5.859931055172598047e-01,5.774089583114437874e-01,5.070311726112367579e-01,4.950325278881047564e-01,5.266289531148461434e-01,5.014192654915153868e-01,5.313151459563847379e-01,5.378516187796540393e-01,5.585959434249118116e-01,5.450873478092866931e-01,5.371517088189211586e-01,5.050520767041595249e-01,4.835944626438033467e-01,5.111060300687112479e-01,5.056902149855567741e-01,5.210008429949848363e-01,4.852066548198369356e-01,5.557328135171006878e-01,4.412153180266717989e-01,5.522772312148400697e-01,4.716721507469721075e-01,5.008509991795664362e-01,5.523706107436340274e-01,4.720340878242398897e-01,5.184723439039377046e-01,5.347473458290500359e-01,4.922782493987828967e-01,5.323391601160956110e-01,4.174038874871872640e-01
4.250555238139601677e-01,3.905452127724698408e-01,4.221580543621988313e-01,4.527291320716949619e-01,4.726010854032656749e-01,4.257900660724252551e-01,4.347415655191029793e-01,4.324717848340648430e-01,4.047058814638079816e-01,4.020363242538019244e-01,4.447540562979406809e-01,4.076828978738438192e-01,4.021153452869625777e-01,4.221855164437990915e-01,5.113312639989063824e-01,4.286133711688996928e-01,4.569660000375959097e-01,4.448303918581409944e-01,5.236971785639336074e-01,4.999043964584104494e-01,4.803731955645497154e-01,3.972880695659397610e-01,4.671946424988299151e-01,4.239907865662403408e-01,4.586321430009889233e-01,4.778910037028020752e-01,5.266999915650837361e-01,4.826442459309384092e-01,4.311772270456045164e-01,4.409126166170693195e-01,5.030696771516244281e-01,4.323702888752902762e-01,4.876060954791144320e-01,5.176840002451459366e-01,4.393090699337374727e-01,4.937872138199350669e-01,4.108122786234608137e-01,4.831554084161446827e-01,4.794050729747043604e-01,4.897373575620089237e-01,4.825883977324372798e-01,4.682377618565232713e-01,4.773122663351927475e-01,4.568497188714191748e-01,4.955394542733732033e-01,4.565371946121740132e-01,4.607099010745155931e-01,4.442920217141770323e-01,4.422292958310829469e-01,4.723378974145120979e-01,4.416655015538215601e-01,4.207204058112563594e-01,4.310708694912824823e-01,4.594360676051783554e-01,4.632970786779991301e-01,4.256053550516913919e-01,4.529393028958728085e-01,4.590097925359821751e-01,4.547951954528635654e-01,4.865244951592933575e-01,4.073969550730013323e-01,4.648967436451520996e-01,3.927280413416569527e-01,3.922361610572147606e-01,4.306380194300686859e-01,3.797801141593656893e-01,4.383219331085886350e-01,3.847574359427204382e-01,3.806485084944722375e-01,3.558100625120590998e-01,3.980530984789010240e-01,4.018511181314404768e-01,3.554355789346815842e-01,3.513123572003848949e-01,3.503783853420753824e-01,3.788052347979654066e-01,3.767065575185931658e-01,3.518111793649039143e-01,3.713134210621262810e-01,3.584409231904093218e-01
3.487058839489197704e-01,4.052492130748270860e-01,4.157030621632105682e-01,4.189673934019209067e-01,4.130829821044932348e-01,3.921760315618230130e-01,3.263749963321039838e-01,3.539356116062489233e-01,3.824065405655927008e-01,3.438213853448273127e-01,3.237509311979731574e-01,4.113393306753067025e-01,4.187389200007377577e-01,4.145281328840418889e-01,3.673865023448689149e-01,3.704197447231330487e-01,4.025652474043479589e-01,3.783178786897661849e-01,3.553434334994641786e-01,3.408466147989575590e-01,4.437801638308268570e-01,3.705949555262393336e-01,3.537136497719580164e-01,4.081485644906390209e-01,4.055152169316659228e-01,3.770768229117407722e-01,3.507076137298879015e-01,3.653869657226332390e-01,4.000009417523062161e-01,4.320086724663035893e-01,3.764030442616351779e-01,3.434812075653965180e-01,3.307818188258179193e-01,4.086421982350821880e-01,3.509934188699198043e-01,3.610916884026260099e-01,3.869712297327581596e-01,3.790482105037572547e-01,3.842617166671973283e-01,3.719274344230112939e-01,3.532927709535576000e-01,3.581494828471557534e-01,3.331287670723522276e-01,3.669774418360255419e-01,2.953017495420723337e-01,3.682532358102092451e-01,3.136181625810077200e-01,3.609039911260087941e-01,3.613867033171517251e-01,3.656795948684950504e-01,3.542607277590252290e-01,3.665697868844652874e-01,3.357548032742512789e-01,3.127270054322695558e-01,2.944389625983969694e-01,2.948193147004216641e-01,3.307240486485071296e-01,2.625118846345613211e-01,3.170565395399818631e-01,2.741340407030660176e-01,3.235035141718687890e-01,3.243459886379502777e-01,2.409269175590174616e-01,3.127114924978964816e-01,3.232081991598385606e-01,2.944530816088244962e-01,2.530101800621461505e-01,3.181521998558859976e-01,2.252024489051582534e-01,2.550964945457371846e-01,2.733422232181488831e-01,2.972841174031677913e-01,2.376557135925129738e-01,3.117770417767510294e-01,2.440041731700380023e-01,3.022293173113682063e-01,2.211278173112165013e-01,2.614214051259959870e-01,2.123173464799035237e-01,1.620436734083813834e-01
2.711293722665740757e-01,3.273948421040020484e-01,2.661108167882809683e-01,3.417194924517888421e-01,2.573859726391410918e-01,2.998204721331454436e-01,2.999379676020774155e-01,3.270736947144609053e-01,3.099196523159756800e-01,3.463387578292300151e-01,2.690693275554999486e-01,3.283948418992547746e-01,3.500119658312803028e-01,3.025253484115151825e-01,3.130933964677246051e-01,3.181202481766700063e-01,2.777511936615115196e-01,3.791270841335332986e-01,3.558944446901973757e-01,3.011515271025229645e-01,3.964420173386811741e-01,3.191359795828145884e-01,3.333292317421936990e-01,3.261419216952280986e-01,3.786158734419169947e-01,2.906713426530075361e-01,2.416566928594643393e-01,2.871909119168503666e-01,3.121597356267606371e-01,3.435361091082455576e-01,2.800347384945745532e-01,2.821300058397112620e-01,2.801123959838064392e-01,3.286483278322965274e-01,2.664212477784393407e-01,2.952389330233035070e-01,2.839643088275705662e-01,2.548497023579653908e-01,2.533443114674542307e-01,3.196104848339349491e-01,2.846235147345853589e-01,2.333270662360800995e-01,2.704834305257888816e-01,2.710056311058755552e-01,2.906418731478679351e-01,2.956203587839435487e-01,2.281016566274759738e-01,2.860249340767513915e-01,2.445668284036632556e-01,2.486248072009597521e-01,1.711609710112504401e-01,2.413901731449248078e-01,2.315654143455549430e-01,1.993216231993195642e-01,2.359046355342913626e-01,2.397155992972412608e-01,2.462900747959009262e-01,2.596461433194966473e-01,2.091370267422233142e-01,1.960439807417879432e-01,2.196036331966950139e-01,2.520284486736067975e-01,2.290236115559860508e-01,1.937433507499568275e-01,1.548396784647823043e-01,1.851707237103491777e-01,1.649043298872067687e-01,1.882749835298101471e-01,1.101477090158652083e-01,1.319746313638835988e-01,1.488895193390457616e-01,1.361791561084787494e-01,1.634557111745180147e-01,1.748442960058881057e-01,9.365162967786673509e-02,1.698197419062607849e-01,1.420887524896669862e-01,1.553143063182619577e-01,1.635933557063505017e-01,1.573310522814420909e-01
